ext_gene	transcript	eSTR	log10p	STR_pheno
C39B5.10	C39B5.10.1	STR_5713	12.0841424359876	STR length
C39B5.2	C39B5.2.2	STR_13399	7.7566403861873	STR length
C40A11.3	C40A11.3.1	STR_24921	10.6047921453262	STR length
vps-8	C42C1.4a.1	STR_18708	7.95571546449843	STR length
vps-8	C42C1.4a.1	STR_19387	9.15738224219592	STR length
vps-8	C42C1.4a.1	STR_19727	7.80119802562228	STR length
vps-8	C42C1.4a.1	STR_19743	8.64819223675204	STR length
vps-8	C42C1.4a.1	STR_19854	10.5499469787495	STR length
vps-8	C42C1.4a.1	STR_20068	11.5589769664286	STR length
vps-8	C42C1.4a.1	STR_20074	10.1801890287213	STR length
vps-8	C42C1.4a.1	STR_20075	11.9497699193852	STR length
vps-8	C42C1.4a.1	STR_20085	14.0687546034605	STR length
vps-8	C42C1.4a.1	STR_20086	9.30280154909404	STR length
vps-8	C42C1.4a.1	STR_20090	7.13379707114658	STR length
vps-8	C42C1.4a.1	STR_20357	7.09336599129991	STR length
vps-8	C42C1.4a.1	STR_20380	7.09854603569162	STR length
vps-8	C42C1.4a.1	STR_20397	7.41811663065009	STR length
vps-8	C42C1.4a.1	STR_20402	8.46954514937296	STR length
vps-8	C42C1.4a.1	STR_20413	8.08453681859765	STR length
vps-8	C42C1.4a.1	STR_20504	7.16838428101067	STR length
vps-8	C42C1.4a.1	STR_20577	7.42711537269452	STR length
try-3	C43G2.5a.1	STR_8233	8.39957371901715	STR length
try-3	C43G2.5a.1	STR_8244	7.08805054015312	STR length
try-3	C43G2.5a.1	STR_8249	6.88163348650532	STR length
C44B11.6	C44B11.6.1	STR_10380	7.94145920308307	STR length
C44B11.6	C44B11.6.1	STR_9476	10.3997868827152	STR length
C44B11.6	C44B11.6.1	STR_9960	10.8121568398451	STR length
C44B11.6	C44B11.6.1	STR_9973	13.4391270293393	STR length
hrpl-1	C44B7.2a.1	STR_6980	7.17365365946117	STR length
hrpl-1	C44B7.2a.1	STR_7021	6.95499907568104	STR length
hrpl-1	C44B7.2a.1	STR_7139	6.93173236145279	STR length
hrpl-1	C44B7.2a.1	STR_7244	8.02776998737477	STR length
hrpl-1	C44B7.2a.1	STR_7451	7.30160346877155	STR length
hrpl-1	C44B7.2a.1	STR_7815	8.26028886145871	STR length
hrpl-1	C44B7.2a.1	STR_7817	7.91924476487258	STR length
hrpl-1	C44B7.2a.1	STR_7822	6.88226171940224	STR length
hrpl-1	C44B7.2a.1	STR_7874	8.67194463504274	STR length
hrpl-1	C44B7.2a.1	STR_7903	8.94864723305477	STR length
hrpl-1	C44B7.2a.1	STR_7909	7.10120658512265	STR length
hrpl-1	C44B7.2a.1	STR_7994	7.71347294491783	STR length
hrpl-1	C44B7.2a.1	STR_8029	7.47499990051303	STR length
hrpl-1	C44B7.2a.1	STR_8076	7.97708626807601	STR length
hrpl-1	C44B7.2a.1	STR_8084	7.48659242208044	STR length
hrpl-1	C44B7.2a.1	STR_8131	8.36153612357876	STR length
hrpl-1	C44B7.2a.1	STR_8194	8.69334878484991	STR length
hrpl-1	C44B7.2a.1	STR_8202	7.17454508514487	STR length
hrpl-1	C44B7.2a.1	STR_8215	7.29957293918371	STR length
hrpl-1	C44B7.2a.1	STR_8252	6.94462999667921	STR length
hrpl-1	C44B7.2a.1	STR_8354	8.40502787331238	STR length
hrpl-1	C44B7.2a.1	STR_8365	7.53962519422693	STR length
hrpl-1	C44B7.2a.1	STR_8366	6.99510043462039	STR length
hrpl-1	C44B7.2a.1	STR_8459	8.96980584307603	STR length
hrpl-1	C44B7.2a.1	STR_8519	7.57686953825174	STR length
hrpl-1	C44B7.2a.1	STR_8538	7.81834338983677	STR length
hrpl-1	C44B7.2a.1	STR_8592	9.55936715814469	STR length
hrpl-1	C44B7.2a.1	STR_8599	8.90639943724515	STR length
hrpl-1	C44B7.2a.1	STR_8658	7.15159499232033	STR length
hrpl-1	C44B7.2a.1	STR_8661	8.5072462119439	STR length
hrpl-1	C44B7.2a.1	STR_8704	7.09487507213295	STR length
hrpl-1	C44B7.2a.1	STR_8780	7.27852279973141	STR length
hrpl-1	C44B7.2a.1	STR_8798	7.13208825302922	STR length
hrpl-1	C44B7.2a.1	STR_8807	7.32317259346803	STR length
hrpl-1	C44B7.2a.1	STR_8818	7.66692578203843	STR length
hrpl-1	C44B7.2a.1	STR_8821	7.25886414508764	STR length
hrpl-1	C44B7.2a.1	STR_8846	7.3608291721929	STR length
hrpl-1	C44B7.2a.1	STR_8868	6.90381550302773	STR length
hrpl-1	C44B7.2a.1	STR_8932	7.63044600985634	STR length
hrpl-1	C44B7.2a.1	STR_8941	7.98504792570983	STR length
hrpl-1	C44B7.2a.1	STR_8944	7.73159691670342	STR length
hrpl-1	C44B7.2a.1	STR_8969	7.39468852353934	STR length
hrpl-1	C44B7.2a.1	STR_9961	8.33423176887044	STR length
lec-4	C44F1.3.1	STR_25177	8.60496723312791	STR length
let-4	C44H4.2.1	STR_9664	10.2230298607925	STR length
C45B2.8	C45B2.8.1	STR_25066	7.0474790509494	STR length
C45H4.14	C45H4.14b.1	STR_12227	8.23078598719403	STR length
col-14	C46A5.3b.1	STR_24899	6.97053784538751	STR length
rdl-1	C46A5.8.1	STR_20504	7.57872219418163	STR length
rdl-1	C46A5.8.1	STR_20574	9.91846021531473	STR length
rdl-1	C46A5.8.1	STR_20577	9.09802918089772	STR length
rdl-1	C46A5.8.1	STR_20584	7.36587480231738	STR length
rdl-1	C46A5.8.1	STR_20688	7.52457069552524	STR length
rdl-1	C46A5.8.1	STR_20714	8.7705342764916	STR length
rdl-1	C46A5.8.1	STR_20736	8.81814355852391	STR length
rdl-1	C46A5.8.1	STR_20755	8.78217129766187	STR length
rdl-1	C46A5.8.1	STR_20767	7.93067964237843	STR length
rdl-1	C46A5.8.1	STR_20779	9.07831770361463	STR length
rdl-1	C46A5.8.1	STR_20782	10.396932503826	STR length
rdl-1	C46A5.8.1	STR_20813	9.92425849412105	STR length
rdl-1	C46A5.8.1	STR_20873	7.79430539753302	STR length
rdl-1	C46A5.8.1	STR_20918	9.62054838682534	STR length
rdl-1	C46A5.8.1	STR_21039	9.83559177228982	STR length
rdl-1	C46A5.8.1	STR_21150	7.81770198937033	STR length
rdl-1	C46A5.8.1	STR_21181	7.69310102273574	STR length
rdl-1	C46A5.8.1	STR_21314	7.67388061727808	STR length
rdl-1	C46A5.8.1	STR_21445	7.98361384116793	STR length
rdl-1	C46A5.8.1	STR_21539	8.21393211434494	STR length
rdl-1	C46A5.8.1	STR_21579	11.4819146004696	STR length
rdl-1	C46A5.8.1	STR_21654	9.2410468064061	STR length
rdl-1	C46A5.8.1	STR_21658	8.1293728617105	STR length
C46C11.4	C46C11.4.1	STR_19475	7.70075086642998	STR length
C46C11.4	C46C11.4.1	STR_19532	7.22173207731034	STR length
C46C2.3	C46C2.3.1	STR_23910	8.1284306814977	STR length
C46C2.3	C46C2.3.1	STR_24022	13.0260623129463	STR length
C46C2.3	C46C2.3.1	STR_24091	9.7198809928257	STR length
C46C2.3	C46C2.3.1	STR_24200	7.49302637175055	STR length
C46C2.3	C46C2.3.1	STR_24301	7.56699580957879	STR length
C46C2.3	C46C2.3.1	STR_24333	9.56789837952043	STR length
C46C2.3	C46C2.3.1	STR_24405	7.99874985508476	STR length
C46C2.3	C46C2.3.1	STR_24456	6.91757635567741	STR length
C46C2.3	C46C2.3.1	STR_24534	9.59127007783199	STR length
C46C2.3	C46C2.3.1	STR_24537	8.88850614259904	STR length
C46C2.3	C46C2.3.1	STR_24633	8.45771823628685	STR length
C46C2.3	C46C2.3.1	STR_24664	8.55468339584296	STR length
C46C2.3	C46C2.3.1	STR_24668	7.0881293138632	STR length
C46C2.3	C46C2.3.1	STR_24673	7.32057383163292	STR length
C46C2.3	C46C2.3.1	STR_24695	7.79152368614201	STR length
C46C2.3	C46C2.3.1	STR_24734	8.30797235892804	STR length
C46C2.3	C46C2.3.1	STR_24790	8.49934229588875	STR length
C46C2.3	C46C2.3.1	STR_24801	9.57148830045333	STR length
C46C2.3	C46C2.3.1	STR_24803	9.17963326412963	STR length
C46C2.3	C46C2.3.1	STR_24832	11.0998734462001	STR length
C46C2.3	C46C2.3.1	STR_24833	8.29494886912064	STR length
C46C2.3	C46C2.3.1	STR_24882	10.1394974123835	STR length
C46C2.3	C46C2.3.1	STR_24894	7.369277743789	STR length
C46C2.3	C46C2.3.1	STR_24897	10.2127934363957	STR length
C46C2.3	C46C2.3.1	STR_24899	11.2303114080085	STR length
C46C2.3	C46C2.3.1	STR_24904	6.90450700096057	STR length
C46C2.3	C46C2.3.1	STR_24917	6.88402633411974	STR length
C46C2.3	C46C2.3.1	STR_24922	8.52724364451083	STR length
C46C2.3	C46C2.3.1	STR_24994	7.46503480418359	STR length
C46C2.3	C46C2.3.1	STR_25159	6.93483897250984	STR length
C46C2.7	C46C2.7.1	STR_28123	7.4777222613825	STR length
C46C2.7	C46C2.7.1	STR_28147	11.2725564866035	STR length
C46C2.7	C46C2.7.1	STR_28596	8.08994027646731	STR length
C46C2.7	C46C2.7.1	STR_28840	6.86757891802006	STR length
C46C2.7	C46C2.7.1	STR_28843	8.60707929526694	STR length
C46C2.7	C46C2.7.1	STR_29034	7.53812712588013	STR length
C46C2.7	C46C2.7.1	STR_29077	7.79720983825737	STR length
C46C2.7	C46C2.7.1	STR_29088	7.28891507927741	STR length
C46C2.7	C46C2.7.1	STR_29315	7.23312011442233	STR length
pqn-22	C46G7.4b.1	STR_18599	8.94801522371516	STR length
pqn-22	C46G7.4b.1	STR_18607	8.63038590965385	STR length
pqn-22	C46G7.4b.1	STR_18614	9.27837693169763	STR length
pqn-22	C46G7.4b.1	STR_18686	7.7911168274382	STR length
pqn-22	C46G7.4b.1	STR_18707	8.52564628144377	STR length
pqn-22	C46G7.4b.1	STR_18791	7.5502098282125	STR length
pqn-22	C46G7.4b.1	STR_18802	8.62011888011073	STR length
pqn-22	C46G7.4b.1	STR_18825	8.22916836681142	STR length
pqn-22	C46G7.4b.1	STR_18834	10.2536166605006	STR length
pqn-22	C46G7.4b.1	STR_18873	9.40088731876102	STR length
pqn-22	C46G7.4b.1	STR_18877	9.84213696809868	STR length
pqn-22	C46G7.4b.1	STR_18880	8.979826633506	STR length
pqn-22	C46G7.4b.1	STR_18889	8.5964459051017	STR length
pqn-22	C46G7.4b.1	STR_18968	8.20599895973791	STR length
pqn-22	C46G7.4b.1	STR_19015	7.26762269338894	STR length
pqn-22	C46G7.4b.1	STR_19019	7.55042707031476	STR length
pqn-22	C46G7.4b.1	STR_19021	9.70416914425852	STR length
pqn-22	C46G7.4b.1	STR_19183	8.52429813802793	STR length
pqn-22	C46G7.4b.1	STR_19214	11.3374068896259	STR length
pqn-22	C46G7.4b.1	STR_19216	10.3960538138911	STR length
pqn-22	C46G7.4b.1	STR_19264	9.07731548630689	STR length
pqn-22	C46G7.4b.1	STR_19275	10.1248566298382	STR length
pqn-22	C46G7.4b.1	STR_19279	10.0761236376447	STR length
pqn-22	C46G7.4b.1	STR_19332	9.41127081435949	STR length
pqn-22	C46G7.4b.1	STR_19365	9.65148795839407	STR length
pqn-22	C46G7.4b.1	STR_19376	7.85580451137592	STR length
pqn-22	C46G7.4b.1	STR_19387	7.80994479966169	STR length
pqn-22	C46G7.4b.1	STR_19414	9.78171803317751	STR length
pqn-22	C46G7.4b.1	STR_19732	8.77583018460231	STR length
phat-1	C46H11.8.1	STR_24917	7.49975349887659	STR length
ref-2	C47C12.3a.1	STR_23050	6.85140074035571	STR length
miro-2	C47C12.4	STR_1792	7.91622313848399	STR length
miro-2	C47C12.4	STR_1906	7.08061046141362	STR length
miro-2	C47C12.4	STR_1952	9.43939437604308	STR length
miro-2	C47C12.4	STR_1977	8.90544652915082	STR length
miro-2	C47C12.4	STR_2000	11.249000558083	STR length
miro-2	C47C12.4	STR_2020	9.80681025335243	STR length
miro-2	C47C12.4	STR_2032	11.3965432677958	STR length
miro-2	C47C12.4	STR_2034	12.0139561408935	STR length
miro-2	C47C12.4	STR_2040	13.9422540775699	STR length
miro-2	C47C12.4	STR_2134	9.63663273065234	STR length
miro-2	C47C12.4	STR_2191	9.72002906379189	STR length
miro-2	C47C12.4	STR_2242	10.1393252055082	STR length
miro-2	C47C12.4	STR_2247	10.3701651980899	STR length
miro-2	C47C12.4	STR_2256	8.60773773876799	STR length
miro-2	C47C12.4	STR_2271	10.1181720766574	STR length
miro-2	C47C12.4	STR_2284	8.91479356599002	STR length
miro-2	C47C12.4	STR_2290	8.97906451320447	STR length
miro-2	C47C12.4	STR_2320	10.0636793207164	STR length
miro-2	C47C12.4	STR_3276	7.59298899855359	STR length
miro-2	C47C12.4	STR_3783	9.4693018265575	STR length
miro-2	C47C12.4	STR_4087	10.2907401185145	STR length
miro-2	C47C12.4	STR_4309	7.56287298673975	STR length
unc-112	C47E8.7.2	STR_3499	12.6508637578391	STR length
unc-112	C47E8.7.2	STR_3715	13.2539112564765	STR length
unc-112	C47E8.7.2	STR_3734	17.556361435029	STR length
unc-112	C47E8.7.2	STR_3927	7.25733323262425	STR length
unc-112	C47E8.7.2	STR_4024	7.97115316528767	STR length
unc-112	C47E8.7.2	STR_4135	11.3050318117769	STR length
unc-112	C47E8.7.2	STR_4154	9.60355336780451	STR length
unc-112	C47E8.7.2	STR_4155	7.17166906323711	STR length
unc-112	C47E8.7.2	STR_4178	9.83023800066406	STR length
unc-112	C47E8.7.2	STR_4217	9.68323395536587	STR length
unc-112	C47E8.7.2	STR_4332	8.21800237637496	STR length
unc-112	C47E8.7.2	STR_4338	12.9995338721016	STR length
unc-112	C47E8.7.2	STR_4452	8.25163436849794	STR length
unc-112	C47E8.7.2	STR_4534	7.0759364960451	STR length
unc-112	C47E8.7.2	STR_4570	11.1706660564035	STR length
C47G2.3	C47G2.3.1	STR_25066	7.08219739912059	STR length
C48D1.7	C48D1.7	STR_19295	7.14444283030745	STR length
C48D1.7	C48D1.7	STR_19603	7.5721146827858	STR length
C48D1.7	C48D1.7	STR_19651	10.4101978737285	STR length
C48D1.7	C48D1.7	STR_19743	7.16953094999893	STR length
C48D1.7	C48D1.7	STR_19758	13.6666720330398	STR length
C48D1.7	C48D1.7	STR_19851	8.00443927833923	STR length
C48D1.7	C48D1.7	STR_20076	8.08653011911253	STR length
C48D1.7	C48D1.7	STR_20124	8.17469881292755	STR length
C48D1.7	C48D1.7	STR_20125	9.72537562304602	STR length
C48D1.7	C48D1.7	STR_20143	9.32174921375931	STR length
C48D1.7	C48D1.7	STR_20187	17.2936454590103	STR length
C48D1.7	C48D1.7	STR_20208	11.6004222400264	STR length
C48D1.7	C48D1.7	STR_24349	6.92703289967086	STR length
C48D1.7	C48D1.7	STR_24546	9.0974100292014	STR length
C48D1.7	C48D1.7	STR_24850	8.57673853488363	STR length
C48D1.7	C48D1.7	STR_25088	7.96351608757403	STR length
C48D1.7	C48D1.7	STR_28519	8.79899201670101	STR length
C48D1.7	C48D1.7	STR_28531	9.60386293588962	STR length
C48D1.7	C48D1.7	STR_28533	8.05099896362369	STR length
C48D1.7	C48D1.7	STR_28596	10.5596197203179	STR length
C48D1.7	C48D1.7	STR_29013	6.93070664148465	STR length
C48D1.7	C48D1.7	STR_29034	7.37579765031092	STR length
C48D1.7	C48D1.7	STR_29060	7.13694414109212	STR length
C48D1.7	C48D1.7	STR_29077	9.12959606146893	STR length
C48D1.7	C48D1.7	STR_29088	8.76217286508141	STR length
C49C3.8	C49C3.8a.1	STR_21320	7.86157893290921	STR length
C49G7.13	C49G7.13.1	STR_1231	11.4261439317212	STR length
C49G7.13	C49G7.13.1	STR_1620	14.4554855529188	STR length
C49G7.13	C49G7.13.1	STR_1902	10.9976749012867	STR length
C49G7.13	C49G7.13.1	STR_1906	7.46332550389453	STR length
C49G7.13	C49G7.13.1	STR_499	16.7976929869041	STR length
phat-3	C49G7.4.1	STR_1115	7.88710677706397	STR length
phat-3	C49G7.4.1	STR_1231	8.46961427687769	STR length
phat-3	C49G7.4.1	STR_226	17.3914121639852	STR length
phat-3	C49G7.4.1	STR_27	13.1828359292534	STR length
phat-3	C49G7.4.1	STR_499	19.2649383461016	STR length
phat-3	C49G7.4.1	STR_80	10.5305253010266	STR length
C49G7.7	C49G7.7.2	STR_19264	6.86504836862144	STR length
C49G7.7	C49G7.7.2	STR_19328	7.06117807572292	STR length
C49G7.7	C49G7.7.2	STR_19397	7.21949558383773	STR length
C50E10.2	C50E10.2c.1	STR_6968	7.28240488986948	STR length
C50E10.2	C50E10.2c.1	STR_7041	8.07024188976878	STR length
C50E10.2	C50E10.2c.1	STR_7086	7.10972555511562	STR length
C50E10.2	C50E10.2c.1	STR_7139	7.11852156089029	STR length
C50E10.2	C50E10.2c.1	STR_7244	7.23040833633429	STR length
C50E3.12	C50E3.12.2	STR_30481	7.1911214056047	STR length
C50E3.12	C50E3.12.2	STR_30580	7.94034239999163	STR length
C50E3.12	C50E3.12.2	STR_30581	7.87903203990586	STR length
fkb-5	C50F2.6a.2	STR_24917	7.02164327198348	STR length
abf-1	C50F2.9.1	STR_29296	7.01804272780268	STR length
abf-1	C50F2.9.1	STR_29499	8.49123187620246	STR length
ben-1	C54C6.2.1	STR_25579	7.79840779375802	STR length
ben-1	C54C6.2.1	STR_25877	7.77923688826558	STR length
ben-1	C54C6.2.1	STR_7286	8.01006344980151	STR length
ben-1	C54C6.2.1	STR_8392	11.3746221083954	STR length
lgx-1	C54G7.3a.1	STR_24917	7.00496508812797	STR length
C55A6.1	C55A6.1.2	STR_28531	7.07921924065788	STR length
C55A6.1	C55A6.1.2	STR_29599	7.16272411104668	STR length
acdh-1	C55B7.4a.2	STR_27947	7.00993593569348	STR length
acdh-1	C55B7.4b.1	STR_27947	9.40075105364342	STR length
C56A3.10	C56A3.10	STR_24664	8.06715649589763	STR length
C56A3.10	C56A3.10	STR_24668	8.0684477465273	STR length
C56A3.10	C56A3.10	STR_24673	7.90272707593745	STR length
C56A3.10	C56A3.10	STR_24695	8.08369756645511	STR length
C56A3.10	C56A3.10	STR_24724	8.76358043395348	STR length
C56A3.10	C56A3.10	STR_24786	9.00775473665881	STR length
C56A3.10	C56A3.10	STR_24788	14.0368422137322	STR length
C56A3.10	C56A3.10	STR_24803	7.47405661315213	STR length
C56A3.10	C56A3.10	STR_24850	19.7762834897528	STR length
C56A3.10	C56A3.10	STR_24910	8.64941945392323	STR length
C56A3.10	C56A3.10	STR_24912	7.06510292920561	STR length
C56A3.10	C56A3.10	STR_25088	9.62307842325739	STR length
C56A3.10	C56A3.10	STR_25134	10.9214468102134	STR length
C56A3.10	C56A3.10	STR_25168	8.46877134161343	STR length
C56A3.10	C56A3.10	STR_25250	8.34630196818803	STR length
C56A3.10	C56A3.10	STR_25367	14.0362596772522	STR length
C56A3.10	C56A3.10	STR_25456	7.2728740133457	STR length
C56A3.10	C56A3.10	STR_26039	7.14515533863135	STR length
C56A3.9	C56A3.9	STR_24633	7.15331870184718	STR length
C56A3.9	C56A3.9	STR_24664	7.43182437557954	STR length
C56A3.9	C56A3.9	STR_24668	7.63129515356216	STR length
C56A3.9	C56A3.9	STR_24673	7.20538783782757	STR length
C56A3.9	C56A3.9	STR_24695	7.80122413579428	STR length
C56A3.9	C56A3.9	STR_24734	8.14290858388383	STR length
C56A3.9	C56A3.9	STR_24841	8.03948384136914	STR length
C56A3.9	C56A3.9	STR_24882	8.66797404673954	STR length
C56A3.9	C56A3.9	STR_24894	8.37968727270983	STR length
C56A3.9	C56A3.9	STR_24899	8.7770152346573	STR length
C56A3.9	C56A3.9	STR_24912	8.68733967804191	STR length
C56A3.9	C56A3.9	STR_24991	8.54940907979752	STR length
C56A3.9	C56A3.9	STR_24994	8.77831629490616	STR length
C56A3.9	C56A3.9	STR_25072	10.3584835565952	STR length
C56A3.9	C56A3.9	STR_25088	22.522957469386	STR length
C56A3.9	C56A3.9	STR_25134	17.6550881747661	STR length
C56A3.9	C56A3.9	STR_25143	8.05325101196085	STR length
C56A3.9	C56A3.9	STR_25159	8.53448876116005	STR length
C56A3.9	C56A3.9	STR_25250	8.63216537494482	STR length
C56A3.9	C56A3.9	STR_25367	10.0574138487678	STR length
C56A3.9	C56A3.9	STR_25429	7.66685598868585	STR length
C56G2.3	C56G2.3.1	STR_27947	8.04258579813803	STR length
CC8.2	CC8.2a.2	STR_23050	7.82503548306746	STR length
CE7X_3.1	CE7X_3.1	STR_4840	7.60060096763185	STR length
CE7X_3.1	CE7X_3.1	STR_4927	12.7489156053482	STR length
CE7X_3.1	CE7X_3.1	STR_4989	10.2993559754034	STR length
CE7X_3.1	CE7X_3.1	STR_5603	6.86495620916643	STR length
CE7X_3.2	CE7X_3.2	STR_27385	16.8883277309394	STR length
CE7X_3.2	CE7X_3.2	STR_27416	7.55893108976002	STR length
CE7X_3.2	CE7X_3.2	STR_27424	15.1217801852282	STR length
CE7X_3.2	CE7X_3.2	STR_27425	8.57825023511355	STR length
CE7X_3.2	CE7X_3.2	STR_27434	9.97732161561198	STR length
CE7X_3.2	CE7X_3.2	STR_27449	14.0112451383365	STR length
CE7X_3.2	CE7X_3.2	STR_27481	13.4088683929349	STR length
CE7X_3.2	CE7X_3.2	STR_27547	8.44989174497844	STR length
CE7X_3.2	CE7X_3.2	STR_27573	10.8565614357847	STR length
CE7X_3.2	CE7X_3.2	STR_27579	13.711473772884	STR length
CE7X_3.2	CE7X_3.2	STR_27597	10.3682477197483	STR length
CE7X_3.2	CE7X_3.2	STR_27627	9.42638647814467	STR length
CE7X_3.2	CE7X_3.2	STR_27637	22.2155362634231	STR length
CE7X_3.2	CE7X_3.2	STR_27676	7.75826939819295	STR length
CE7X_3.2	CE7X_3.2	STR_27688	11.3320594288546	STR length
CE7X_3.2	CE7X_3.2	STR_27839	12.5418561631471	STR length
CE7X_3.2	CE7X_3.2	STR_27975	7.06381463850823	STR length
CE7X_3.2	CE7X_3.2	STR_27980	6.9589122306909	STR length
CE7X_3.2	CE7X_3.2	STR_28151	7.48212068650876	STR length
CE7X_3.2	CE7X_3.2	STR_28300	7.1258510210934	STR length
snap-1	D1014.3b.1	STR_10204	8.80852665011175	STR length
snap-1	D1014.3b.1	STR_10679	7.02042821513379	STR length
snap-1	D1014.3b.1	STR_19758	7.54071485983041	STR length
snap-1	D1014.3b.1	STR_19851	7.64403945565148	STR length
snap-1	D1014.3b.1	STR_20187	9.75589884755104	STR length
snap-1	D1014.3b.1	STR_20208	7.54803378577395	STR length
snap-1	D1014.3b.1	STR_23489	8.58936390406712	STR length
snap-1	D1014.3b.1	STR_24097	10.4487005512086	STR length
snap-1	D1014.3b.1	STR_24190	12.0374039153454	STR length
snap-1	D1014.3b.1	STR_24200	9.13441384659879	STR length
snap-1	D1014.3b.1	STR_24333	10.4672485761115	STR length
snap-1	D1014.3b.1	STR_24349	13.4079121025785	STR length
snap-1	D1014.3b.1	STR_24365	7.3248536506656	STR length
snap-1	D1014.3b.1	STR_24399	10.8477277268546	STR length
snap-1	D1014.3b.1	STR_24456	7.79745094804444	STR length
snap-1	D1014.3b.1	STR_24537	10.3091991161175	STR length
snap-1	D1014.3b.1	STR_24546	13.9202377286123	STR length
snap-1	D1014.3b.1	STR_24550	7.9135202071601	STR length
snap-1	D1014.3b.1	STR_24622	7.42900031384411	STR length
snap-1	D1014.3b.1	STR_28519	7.55739467931988	STR length
snap-1	D1014.3b.1	STR_28531	8.01744810967782	STR length
snap-1	D1014.3b.1	STR_28533	7.47646231988806	STR length
snap-1	D1014.3b.1	STR_28787	7.63682204966914	STR length
snap-1	D1014.3b.1	STR_28832	6.97550345000593	STR length
snap-1	D1014.3b.1	STR_29013	9.11087734185477	STR length
snap-1	D1014.3b.1	STR_29034	7.01932759073664	STR length
snap-1	D1014.3b.1	STR_29038	9.36878093300678	STR length
snap-1	D1014.3b.1	STR_29060	11.2703010900161	STR length
snap-1	D1014.3b.1	STR_29077	11.872285799577	STR length
snap-1	D1014.3b.1	STR_29088	11.2406184934924	STR length
snap-1	D1014.3b.1	STR_29315	11.0252699917126	STR length
snap-1	D1014.3b.1	STR_29599	12.3402333595715	STR length
snap-1	D1014.3b.1	STR_29666	9.45971246826296	STR length
snap-1	D1014.3b.1	STR_29729	10.0954564888577	STR length
snap-1	D1014.3b.1	STR_29810	8.14160606532379	STR length
snap-1	D1014.3b.1	STR_29851	8.03247283966548	STR length
snap-1	D1014.3b.2	STR_10204	6.96552882545466	STR length
snap-1	D1014.3b.2	STR_28531	6.98842683739083	STR length
snap-1	D1014.3b.2	STR_28533	6.87252587590271	STR length
snap-1	D1014.3b.2	STR_29060	7.88719318743791	STR length
snap-1	D1014.3b.2	STR_29077	8.92152386262282	STR length
snap-1	D1014.3b.2	STR_29315	8.93624800812333	STR length
nspc-19	D1025.9.1	STR_30900	7.88588698688986	STR length
nspc-19	D1025.9.1	STR_30939	11.1945467245869	STR length
nspc-19	D1025.9.1	STR_30953	7.68939583545305	STR length
nspc-19	D1025.9.1	STR_31268	8.28557997244949	STR length
nspc-19	D1025.9.1	STR_31270	7.66886511147359	STR length
nspc-19	D1025.9.1	STR_31579	7.47388694940235	STR length
nspc-19	D1025.9.1	STR_31593	7.53098210139647	STR length
nspc-19	D1025.9.1	STR_31670	9.89137398987765	STR length
dex-1	D1044.2b.2	STR_30481	6.91097903042178	STR length
dex-1	D1044.2b.2	STR_30508	7.21009449866439	STR length
D1054.9	D1054.9d.1	STR_24917	7.60964652615387	STR length
D1086.7	D1086.7.1	STR_24673	7.50139046597154	STR length
D1086.7	D1086.7.1	STR_24695	7.52142573360494	STR length
D1086.7	D1086.7.1	STR_24790	9.36621146902338	STR length
D1086.7	D1086.7.1	STR_24801	7.14387999904234	STR length
D1086.7	D1086.7.1	STR_24803	8.66253267559688	STR length
D1086.7	D1086.7.1	STR_24832	7.39326264507661	STR length
D1086.7	D1086.7.1	STR_24882	10.0804413908742	STR length
D1086.7	D1086.7.1	STR_24894	7.99803586431491	STR length
D1086.7	D1086.7.1	STR_24899	8.43886265512029	STR length
D1086.7	D1086.7.1	STR_24900	17.1098485084219	STR length
D1086.7	D1086.7.1	STR_24904	9.10067460792214	STR length
D1086.7	D1086.7.1	STR_24921	10.0513851076087	STR length
D1086.7	D1086.7.1	STR_24991	8.40685044072216	STR length
D1086.7	D1086.7.1	STR_24994	8.6491325316933	STR length
D1086.7	D1086.7.1	STR_24999	9.43529690324191	STR length
D1086.7	D1086.7.1	STR_25031	8.82522020455643	STR length
D1086.7	D1086.7.1	STR_25061	16.1242334039425	STR length
D1086.7	D1086.7.1	STR_25066	12.6725932116901	STR length
D1086.7	D1086.7.1	STR_25072	7.56034990523968	STR length
D1086.7	D1086.7.1	STR_25115	8.95537842536422	STR length
D1086.7	D1086.7.1	STR_25145	10.1672060882788	STR length
D1086.7	D1086.7.1	STR_25146	7.81799993539803	STR length
D1086.7	D1086.7.1	STR_25159	7.22567475434499	STR length
D1086.7	D1086.7.1	STR_25197	14.3975259851022	STR length
D1086.7	D1086.7.1	STR_25243	12.6199012475293	STR length
D1086.7	D1086.7.1	STR_25278	15.3210983689128	STR length
D1086.7	D1086.7.1	STR_25326	7.01091304858802	STR length
D1086.7	D1086.7.1	STR_25367	8.23818418197621	STR length
D1086.7	D1086.7.1	STR_25429	12.0014072220597	STR length
D1086.7	D1086.7.1	STR_25432	6.85386414413996	STR length
D1086.7	D1086.7.1	STR_25500	7.97223543866998	STR length
D1086.7	D1086.7.1	STR_6767	7.03350625608577	STR length
D2005.6	D2005.6.1	STR_24899	9.3936333575501	STR length
D2005.6	D2005.6.1	STR_24917	7.89315098671783	STR length
D2005.6	D2005.6.1	STR_25066	8.47851133209341	STR length
D2005.6	D2005.6.1	STR_25197	8.41899018007116	STR length
